0;#;FORM;LEMMA;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;
15035;;;;;;;;;;;;;;;;;
15036;# sent = 1144;;;;;;;;;;;;;;;;
15037;# speaker = я;;;;;;;;;;;;;;;;
15038;# sent = 1145;;;;;;;;;;;;;;;;
15039;;ƒа;ƒј;PART;;;_ƒа_ , да -;а;д;;;;;PART;ƒј;PART;ј
15040;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15041;;да;ƒј;PART;;;ƒа , _да_ - да -;а;д;;;;;PART;ƒј;PART;ј
15042;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
15043;;да;ƒј;PART;;;, да - _да_ - да -;а;д;;;;;PART;ƒј;PART;ј
15044;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
15045;;да;ƒј;PART;;;- да - _да_ - да ,;а;д;;;;;PART;ƒј;PART;ј
15046;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
15047;;да;ƒј;PART;;;- да - _да_ , помню .;а;д;;;;;PART;ƒј;PART;ј
15048;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15049;;помню;ѕќћЌ»“№;V ipf praes sg indic - 1p;;;- да , _помню_ .;ю;н;м;о;п;;V;ѕќћЌ»“№;V ipf praes sg indic - 1p;№
15050;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15051;;;;;;;;;;;;;;;;;
15052;# sent = 1146;;;;;;;;;;;;;;;;
15053;# speaker =  от;;;;;;;;;;;;;;;;
15054;# sent = 1147;;;;;;;;;;;;;;;;
15055;;Ќу;Ќ”;PART;;;_Ќу_ , вот .;у;н;;;;;PART;Ќ”;PART;”
15056;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15057;;вот;¬ќ“;PART;;;Ќу , _вот_ .;т;о;в;;;;PART;¬ќ“;PART;“
15058;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15059;;;;;;;;;;;;;;;;;
15060;# sent = 1148;;;;;;;;;;;;;;;;
15061;;ќн;ќЌ;SPRO sg 3p m nom;;;. _ќн_ , короче ,;н;о;;;;;SPRO;ќЌ;SPRO sg 3p m nom;Ќ
15062;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15063;;короче; ќ–ќ„≈;ADV comp;;;ќн , _короче_ , такой Ђ;е;ч;о;р;о;к;ADV; ќ–ќ„≈;ADV comp;≈
15064;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15065;;такой;“ј ќ…;APRO - nom sg plen m -;;;, короче , _такой_ Ђ џы ,;й;о;к;а;т;;APRO;“ј ќ…;A - nom sg plen m -;…
15066;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
15067;;џы;џџ;INTJ;;;, такой Ђ _џы_ , € Е;ы;ы;;;;;NONLEX;џџ;NONLEX;џ
15068;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15069;;€;я;SPRO sg 1p - nom;;;Ђ џы , _€_ Е € вз€л;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
15070;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15071;;€;я;SPRO sg 1p - nom;;;, € Е _€_ вз€л четыре билета;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
15072;;вз€л;¬«я“№;V pf praet sg indic m -;;;€ Е € _вз€л_ четыре билета ,;л;€;з;в;;;V;¬«я“№;V pf praet sg indic m -;№
15073;;четыре;„≈“џ–≈;NUM acc - -;;;Е € вз€л _четыре_ билета , там;е;р;ы;т;е;ч;NUM;„≈“џ–≈;NUM nom - -;≈
15074;;билета;Ѕ»Ћ≈“;S m inan gen sg;;;€ вз€л четыре _билета_ , там два;а;т;е;л;и;б;S;Ѕ»Ћ≈“;S m inan gen sg;“
15075;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15076;;там;“јћ;PARENTH;;;четыре билета , _там_ два чЄ;м;а;т;;;;ADV;“јћ;ADV -;ћ
15077;;два;ƒ¬ј;NUM nom m inan;;;билета , там _два_ чЄ;а;в;д;;;;NUM;ƒ¬ј;NUM acc m inan;ј
15078;"<distinct form=""";;;;;;;;;;;;;;;;
15079;<dist>;чЄ;;;;;;;;;;;;;;;
15080;""">";;;;;;;;;;;;;;;;
15081;;что;„“ќ;ADV -;;;чЄ _что_ Е два;о;т;ч;;;;ADV;„“ќ;ADV -;ќ
15082;</distinct>;;;;;;;;;;;;;;;;
15083;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15084;;два;ƒ¬ј;NUM nom m inan;;;что Е _два_ билета отдам чувакам;а;в;д;;;;NUM;ƒ¬ј;NUM acc m inan;ј
15085;;билета;Ѕ»Ћ≈“;S m inan gen sg;;;Е два _билета_ отдам чувакам и;а;т;е;л;и;б;S;Ѕ»Ћ≈“;S m inan gen sg;“
15086;;отдам;ќ“ƒј“№;V pf fut sg indic - 1p;;;Е два билета _отдам_ чувакам и эти;м;а;д;т;о;;V;ќ“ƒј“№;V pf fut sg indic - 1p;№
15087;;чувакам;„”¬ј ;S m anim dat pl;;;два билета отдам _чувакам_ и эти Е;м;а;к;а;в;у;S;„”¬ј ;S m anim dat pl; 
15088;;и;»;CONJ;;;билета отдам чувакам _и_ эти Е на;и;;;;;;CONJ;»;CONJ;»
15089;;эти;Ё“ќ“;APRO - nom pl plen - inan;;;отдам чувакам и _эти_ Е на двух;и;т;э;;;;APRO;Ё“ќ“;A - acc pl plen - inan;“
15090;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15091;;на;Ќј;PR;;;и эти Е _на_ двух мы сами;а;н;;;;;PR;Ќј;PR;ј
15092;;двух;ƒ¬ј;NUM loc - -;;;эти Е на _двух_ мы сами пойдЄм;х;у;в;д;;;NUM;ƒ¬ј;NUM loc - -;ј
15093;;мы;ћџ;SPRO pl 1p - nom;;;Е на двух _мы_ сами пойдЄм ї;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;џ
15094;;сами;—јћ;A - nom pl plen - -;;;на двух мы _сами_ пойдЄм ї ,;и;м;а;с;;;A;—јћ;A - nom pl plen - -;ћ
15095;;пойдЄм;ѕќ…“»;V pf fut pl indic - 1p;;;двух мы сами _пойдЄм_ ї , €;м;Є;д;й;о;п;V;ѕќ…“»;V pf - pl imper - 1p;»
15096;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
15097;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15098;;€;я;SPRO sg 1p - nom;;;пойдЄм ї , _€_ така€ Ђ го;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
15099;;така€;“ј ќ…;APRO - nom sg plen f -;;;ї , € _така€_ Ђ го ї;€;а;к;а;т;;APRO;“ј ќ…;A - nom sg plen f -;…
15100;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
15101;;го;√ќ;INTJ;distort;;€ така€ Ђ _го_ ї .;о;г;;;;;INTJ;√ќ;INTJ;ќ
15102;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
15103;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15104;;;;;;;;;;;;;;;;;
15105;# sent = 1149;;;;;;;;;;;;;;;;
15106;;Ќу;Ќ”;PART;;;. _Ќу_ и как бы €;у;н;;;;;PART;Ќ”;PART;”
15107;;и;»;CONJ;;;Ќу _и_ как бы € понимала;и;;;;;;CONJ;»;CONJ;»
15108;;как бы;как бы;PART;;;Ќу и _как бы_ € понимала ,;ы;б;;к;а;к;PART;как бы;ADV -;ы
15109;;€;я;SPRO sg 1p - nom;;;Ќу и как бы _€_ понимала , что;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
15110;;понимала;ѕќЌ»ћј“№;V ipf praet sg indic f -;;;и как бы € _понимала_ , что его;а;л;а;м;и;н;V;ѕќЌ»ћј“№;V ipf praet sg indic f -;№
15111;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15112;;что;„“ќ;CONJ;;;€ понимала , _что_ его не сильно;о;т;ч;;;;CONJ;„“ќ;CONJ;ќ
15113;;его;ќЌ;SPRO sg 3p m acc;;;понимала , что _его_ не сильно штырит;о;г;е;;;;SPRO;ќЌ;SPRO sg 3p m acc;Ќ
15114;;не;Ќ≈;PART;;;, что его _не_ сильно штырит ,;е;н;;;;;PART;Ќ≈;PART;≈
15115;;сильно;—»Ћ№Ќќ;ADV -;;;что его не _сильно_ штырит , собственно;о;н;ь;л;и;с;ADV;—»Ћ№Ќќ;ADV -;ќ
15116;;штырит;Ў“џ–»“№;V ipf praes sg indic - 3p;;;его не сильно _штырит_ , собственно ,;т;и;р;ы;т;ш;V;Ў“џ–»“№;V ipf praes sg indic - 3p;№
15117;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15118;;собственно;—ќЅ—“¬≈ЌЌќ;PARENTH;;;сильно штырит , _собственно_ , этот сам;о;н;н;е;в;т;ADV;—ќЅ—“¬≈ЌЌќ;ADV -;ќ
15119;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15120;;этот;Ё“ќ“;APRO - nom sg plen m -;;;, собственно , _этот_ сам концерт ,;т;о;т;э;;;APRO;Ё“ќ“;A - nom sg plen m -;“
15121;;сам;—јћ;A - nom sg plen m -;;;собственно , этот _сам_ концерт , но;м;а;с;;;;A;—јћ;A - nom sg plen m -;ћ
15122;;концерт; ќЌ÷≈–“;S m inan nom sg;;;, этот сам _концерт_ , но Е;т;р;е;ц;н;о;S; ќЌ÷≈–“;S m inan nom sg;“
15123;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15124;;но;Ќќ;CONJ;;;сам концерт , _но_ Е ну ,;о;н;;;;;CONJ;Ќќ;CONJ;ќ
15125;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15126;;ну;Ќ”;PART;;;, но Е _ну_ , как бы ,;у;н;;;;;PART;Ќ”;PART;”
15127;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15128;;как бы;как бы;PART;;;Е ну , _как бы_ , не;ы;б;;к;а;к;PART;как бы;ADV -;ы
15129;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15130;;не;Ќ≈;PART;;;, как бы , _не_ егооо;е;н;;;;;PART;Ќ≈;PART;≈
15131;"<distinct form=""";;;;;;;;;;;;;;;;
15132;<dist>;егооо;;;;;;;;;;;;;;;
15133;""">";;;;;;;;;;;;;;;;
15134;;его;ќЌ;SPRO sg 3p m gen;;;егооо _его_ Е может;о;г;е;;;;SPRO;≈√ќ;A - nonflex - plen - -;Ќ
15135;</distinct>;;;;;;;;;;;;;;;;
15136;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15137;;может;ћќ„№;V ipf praes sg indic - 3p;;;его Е _может_ быть , жанр;т;е;ж;о;м;;V;ћќ„№;V ipf praes sg indic - 3p;№
15138;;быть;Ѕџ“№;V ipf - - inf - -;;;Е может _быть_ , жанр ,;ь;т;ы;б;;;V;Ѕџ“№;V ipf - - inf - -;№
15139;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15140;;жанр;∆јЌ–;S m inan nom sg;;;может быть , _жанр_ , хот€ он;р;н;а;ж;;;S;∆јЌ–;S m inan nom sg;–
15141;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15142;;хот€;’ќ“я;CONJ;;;, жанр , _хот€_ он сказал ,;€;т;о;х;;;CONJ;’ќ“я;CONJ;я
15143;;он;ќЌ;SPRO sg 3p m nom;;;жанр , хот€ _он_ сказал , что;н;о;;;;;SPRO;ќЌ;SPRO sg 3p m nom;Ќ
15144;;сказал;— ј«ј“№;V pf praet sg indic m -;;;, хот€ он _сказал_ , что голос;л;а;з;а;к;с;V;— ј«ј“№;V pf praet sg indic m -;№
15145;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15146;;что;„“ќ;CONJ;;;он сказал , _что_ голос ему нравитс€;о;т;ч;;;;CONJ;„“ќ;CONJ;ќ
15147;;голос;√ќЋќ—;S m inan nom sg;;;сказал , что _голос_ ему нравитс€ ,;с;о;л;о;г;;S;√ќЋќ—;S m inan nom sg;—
15148;;ему;ќЌ;SPRO sg 3p m dat;;;, что голос _ему_ нравитс€ , ну;у;м;е;;;;SPRO;ќЌ;SPRO sg 3p m dat;Ќ
15149;;нравитс€;Ќ–ј¬»“№—я;V ipf praes sg indic - 3p;;;что голос ему _нравитс€_ , ну ,;€;с;т;и;в;а;V;Ќ–ј¬»“№—я;V ipf praes sg indic - 3p;я
15150;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15151;;ну;Ќ”;PART;;;ему нравитс€ , _ну_ , ещЄ бы;у;н;;;;;PART;Ќ”;PART;”
15152;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15153;;ещЄ;≈ў≈;ADV -;;;, ну , _ещЄ_ бы .;Є;щ;е;;;;ADV;≈ў≈;ADV -;≈
15154;;бы;Ѕџ;PART;;;ну , ещЄ _бы_ .;ы;б;;;;;PART;Ѕџ;PART;џ
15155;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15156;;;;;;;;;;;;;;;;;
15157;# sent = 1150;;;;;;;;;;;;;;;;
15158;;¬от;¬ќ“;PART;;;. _¬от_ , ну Е;т;о;в;;;;PART;¬ќ“;PART;“
15159;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15160;;ну;Ќ”;PART;;;¬от , _ну_ Е мне было;у;н;;;;;PART;Ќ”;PART;”
15161;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15162;;мне;я;SPRO sg 1p - dat;;;, ну Е _мне_ было пофиг ,;е;н;м;;;;SPRO;я;SPRO sg 1p - dat;я
15163;;было;Ѕџ“№;V ipf praet sg indic n -;;;ну Е мне _было_ пофиг , мне;о;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic n -;№
15164;;пофиг;ѕќ‘»√;PRAEDIC;;;Е мне было _пофиг_ , мне было;г;и;ф;о;п;;S;ѕќ‘»√;S m anim nom sg;√
15165;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15166;;мне;я;SPRO sg 1p - dat;;;было пофиг , _мне_ было хорошо ,;е;н;м;;;;SPRO;я;SPRO sg 1p - dat;я
15167;;было;Ѕџ“№;V ipf praet sg indic n -;;;пофиг , мне _было_ хорошо , к;о;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic n -;№
15168;;хорошо;’ќ–ќЎќ;ADV -;;;, мне было _хорошо_ , к тому;о;ш;о;р;о;х;ADV;’ќ–ќЎќ;ADV -;ќ
15169;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15170;;к; ;PR;;;было хорошо , _к_ тому же он;к;;;;;;PR; ;PR; 
15171;;тому;“ќ;SPRO n - dat sg;;;хорошо , к _тому_ же он купил;у;м;о;т;;;SPRO;“ќ;S n - dat sg;ќ
15172;;же;∆≈;PART;;;, к тому _же_ он купил ром;е;ж;;;;;PART;∆≈;PART;≈
15173;;он;ќЌ;SPRO sg 3p m nom;;;к тому же _он_ купил ром ,;н;о;;;;;SPRO;ќЌ;SPRO sg 3p m nom;Ќ
15174;;купил; ”ѕ»“№;V pf praet sg indic m -;;;тому же он _купил_ ром , вот;л;и;п;у;к;;V; ”ѕ»“№;V pf praet sg indic m -;№
15175;;ром;–ќћ;S m inan acc sg;;;же он купил _ром_ , вот .;м;о;р;;;;S;–ќћ;S m inan acc sg;ћ
15176;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15177;;вот;¬ќ“;PART;;;купил ром , _вот_ .;т;о;в;;;;PART;¬ќ“;PART;“
15178;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15179;;;;;;;;;;;;;;;;;
15180;# sent = 1151;;;;;;;;;;;;;;;;
15181;;Ёх;Ё’;INTJ;;;. _Ёх_ .;х;э;;;;;INTJ;Ё’;INTJ;’
15182;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15183;;;;;;;;;;;;;;;;;
15184;# sent = 1152;;;;;;;;;;;;;;;;
15185;# speaker =  от;;;;;;;;;;;;;;;;
15186;# sent = 1153;;;;;;;;;;;;;;;;
15187;;Ќу;Ќ”;PART;;;_Ќу_ , там €;у;н;;;;;PART;Ќ”;PART;”
15188;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15189;;там;“јћ;ADV -;;;Ќу , _там_ € познакомилась с;м;а;т;;;;ADV;“јћ;ADV -;ћ
15190;;€;я;SPRO sg 1p - nom;;;Ќу , там _€_ познакомилась с ћишей;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
15191;;познакомилась;ѕќ«Ќј ќћ»“№—я;V pf praet sg indic f -;;;, там € _познакомилась_ с ћишей ,;ь;с;а;л;и;м;V;ѕќ«Ќј ќћ»“№—я;V pf praet sg indic f -;я
15192;;с;—;PR;;;там € познакомилась _с_ ћишей , который;с;;;;;;PR;—;PR;—
15193;;ћишей;ћ»Ўј;S m anim ins sg;;;€ познакомилась с _ћишей_ , который потом;й;е;ш;и;м;;S;ћ»Ўј;S m anim ins sg;ј
15194;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15195;;который; ќ“ќ–џ…;APRO - nom sg plen m -;;;с ћишей , _который_ потом дал мне;й;ы;р;о;т;о;APRO; ќ“ќ–џ…;A - nom sg plen m -;…
15196;;потом;ѕќ“ќћ;ADV -;;;ћишей , который _потом_ дал мне Е;м;о;т;о;п;;ADV;ѕќ“ќћ;ADV -;ћ
15197;;дал;ƒј“№;V pf praet sg indic m -;;;, который потом _дал_ мне Е;л;а;д;;;;V;ƒј“№;V pf praet sg indic m -;№
15198;;мне;я;SPRO sg 1p - dat;;;который потом дал _мне_ Е;е;н;м;;;;SPRO;я;SPRO sg 1p - dat;я
15199;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15200;;;;;;;;;;;;;;;;;
15201;# sent = 1154;;;;;;;;;;;;;;;;
15202;;ј;ј;CONJ;;;Е _ј_ , € ,;а;;;;;;CONJ;ј;CONJ;ј
15203;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15204;;€;я;SPRO sg 1p - nom;;;ј , _€_ , кстати ,;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
15205;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15206;;кстати; —“ј“»;PARENTH;;;, € , _кстати_ , вспомнила ,;и;т;а;т;с;к;ADV; —“ј“»;ADV -;»
15207;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15208;;вспомнила;¬—ѕќћЌ»“№;V pf praet sg indic f -;;;, кстати , _вспомнила_ , € вот;а;л;и;н;м;о;V;¬—ѕќћЌ»“№;V pf praet sg indic f -;№
15209;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15210;;€;я;SPRO sg 1p - nom;;;, вспомнила , _€_ вот щас;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
15211;;вот;¬ќ“;PART;;;вспомнила , € _вот_ щас;т;о;в;;;;PART;¬ќ“;PART;“
15212;"<distinct form=""";;;;;;;;;;;;;;;;
15213;<dist>;щас;;;;;;;;;;;;;;;
15214;""">";;;;;;;;;;;;;;;;
15215;;сейчас;—≈…„ј—;ADV -;;;щас _сейчас_ ехала в;с;а;ч;й;е;с;ADV;—≈…„ј—;ADV -;—
15216;</distinct>;;;;;;;;;;;;;;;;
15217;;ехала;≈’ј“№;V ipf praet sg indic f -;;;сейчас _ехала_ в метро ,;а;л;а;х;е;;V;≈’ј“№;V ipf praet sg indic f -;№
15218;;в;¬;PR;;;сейчас ехала _в_ метро , и;в;;;;;;PR;¬;PR;¬
15219;;метро;ћ≈“–ќ;S n inan loc sg;;;ехала в _метро_ , и там;о;р;т;е;м;;S;ћ≈“–ќ;S n inan nonflex -;ќ
15220;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15221;;и;»;CONJ;;;в метро , _и_ там Е была;и;;;;;;CONJ;»;CONJ;»
15222;;там;“јћ;ADV -;;;метро , и _там_ Е была девушка;м;а;т;;;;ADV;“јћ;ADV -;ћ
15223;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15224;;была;Ѕџ“№;V ipf praet sg indic f -;;;и там Е _была_ девушка , р€дом;а;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic f -;№
15225;;девушка;ƒ≈¬”Ў ј;S f anim nom sg;;;там Е была _девушка_ , р€дом со;а;к;ш;у;в;е;S;ƒ≈¬”Ў ј;S f anim nom sg;ј
15226;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15227;;р€дом;–яƒќћ;ADV -;;;была девушка , _р€дом_ со мной сидела;м;о;д;€;р;;ADV;–яƒќћ;ADV -;ћ
15228;;со;—ќ;PR;;;девушка , р€дом _со_ мной сидела справа;о;с;;;;;PR;—ќ;PR;ќ
15229;;мной;я;SPRO sg 1p - ins;;;, р€дом со _мной_ сидела справа Е;й;о;н;м;;;SPRO;я;SPRO sg 1p - ins;я
15230;;сидела;—»ƒ≈“№;V ipf praet sg indic f -;;;р€дом со мной _сидела_ справа Е;а;л;е;д;и;с;V;—»ƒ≈“№;V ipf praet sg indic f -;№
15231;;справа;—ѕ–ј¬ј;ADV -;;;со мной сидела _справа_ Е;а;в;а;р;п;с;ADV;—ѕ–ј¬ј;ADV -;ј
15232;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15233;;;;;;;;;;;;;;;;;
15234;# sent = 1155;;;;;;;;;;;;;;;;
15235;;»;»;CONJ;;;Е _»_ она читала книгу;и;;;;;;CONJ;»;CONJ;»
15236;;она;ќЌј;SPRO sg 3p f nom;;;» _она_ читала книгу;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
15237;;читала;„»“ј“№;V ipf praet sg indic f -;;;» она _читала_ книгу кк;а;л;а;т;и;ч;V;„»“ј“№;V ipf praet sg indic f -;№
15238;;книгу; Ќ»√ј;S f inan acc sg;;;» она читала _книгу_ кк;у;г;и;н;к;;S; Ќ»√ј;S f inan acc sg;ј
15239;"<distinct form=""";;;;;;;;;;;;;;;;
15240;<dist>;кк;;;;;;;;;;;;;;;
15241;""">";;;;;;;;;;;;;;;;
15242;;как; ј ;ADV -;;;кк _как_ раз в;к;а;к;;;;ADV; ј ;ADV -; 
15243;</distinct>;;;;;;;;;;;;;;;;
15244;;раз;–ј«;S m inan acc sg;;;как _раз_ в том же;з;а;р;;;;S;–ј«;S m inan acc sg;«
15245;;в;¬;PR;;;как раз _в_ том же формате;в;;;;;;PR;¬;PR;¬
15246;;том;“ќ“;A - loc sg plen m -;;;раз в _том_ же формате ,;м;о;т;;;;A;“ќ“;A - loc sg plen m -;“
15247;;же;∆≈;PART;;;раз в том _же_ формате , причЄм;е;ж;;;;;PART;∆≈;PART;≈
15248;;формате;‘ќ–ћј“;S m inan loc sg;;;в том же _формате_ , причЄм ,;е;т;а;м;р;о;S;‘ќ–ћј“;S m inan loc sg;“
15249;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15250;;причЄм;ѕ–»„≈ћ;CONJ;;;же формате , _причЄм_ , и издании;м;Є;ч;и;р;п;CONJ;ѕ–»„≈ћ;CONJ;ћ
15251;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15252;;и;»;CONJ;;;, причЄм , _и_ издании , которое;и;;;;;;CONJ;»;CONJ;»
15253;;издании;»«ƒјЌ»≈;S n inan loc sg;;;причЄм , и _издании_ , которое он;и;и;н;а;д;з;S;»«ƒјЌ»≈;S n inan loc sg;≈
15254;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15255;;которое; ќ“ќ–џ…;APRO - nom sg plen n -;;;и издании , _которое_ он мне давал;е;о;р;о;т;о;APRO; ќ“ќ–џ…;A - nom sg plen n -;…
15256;;он;ќЌ;SPRO sg 3p m nom;;;издании , которое _он_ мне давал –ичарда;н;о;;;;;SPRO;ќЌ;SPRO sg 3p m nom;Ќ
15257;;мне;я;SPRO sg 1p - dat;;;, которое он _мне_ давал –ичарда ‘ейнмана;е;н;м;;;;SPRO;я;SPRO sg 1p - dat;я
15258;;давал;ƒј¬ј“№;V ipf praet sg indic m -;;;которое он мне _давал_ –ичарда ‘ейнмана .;л;а;в;а;д;;V;ƒј¬ј“№;V ipf praet sg indic m -;№
15259;;–ичарда;–»„ј–ƒ;S m anim gen sg;;;он мне давал _–ичарда_ ‘ейнмана .;а;д;р;а;ч;и;S;–»„ј–ƒ;S m anim acc sg;ƒ
15260;;‘ейнмана;‘≈…ЌћјЌ;S m anim gen sg;;;мне давал –ичарда _‘ейнмана_ .;а;н;а;м;н;й;S;‘≈…ЌћјЌ;S m anim gen sg;Ќ
15261;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15262;;;;;;;;;;;;;;;;;
15263;# sent = 1156;;;;;;;;;;;;;;;;
15264;;»;»;CONJ;;;. _»_ € така€ смотрю;и;;;;;;CONJ;»;CONJ;»
15265;;€;я;SPRO sg 1p - nom;;;» _€_ така€ смотрю ,;€;;;;;;SPRO;я;SPRO sg 1p - nom;я
15266;;така€;“ј ќ…;APRO - nom sg plen f -;;;» € _така€_ смотрю , думаю;€;а;к;а;т;;APRO;“ј ќ…;A - nom sg plen f -;…
15267;;смотрю;—ћќ“–≈“№;V ipf praes sg indic - 1p;;;» € така€ _смотрю_ , думаю :;ю;р;т;о;м;с;V;—ћќ“–≈“№;V ipf praes sg indic - 1p;№
15268;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15269;;думаю;ƒ”ћј“№;V ipf praes sg indic - 1p;;;така€ смотрю , _думаю_ : это она;ю;а;м;у;д;;V;ƒ”ћј“№;V ipf praes sg indic - 1p;№
15270;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
15271;;это;Ё“ќ;SPRO n - acc sg;;;, думаю : _это_ она , не;о;т;э;;;;SPRO;Ё“ќ;S n inan acc sg;ќ
15272;;она;ќЌј;SPRO sg 3p f nom;;;думаю : это _она_ , не она;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
15273;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15274;;не;Ќ≈;PART;;;это она , _не_ она ,;е;н;;;;;PART;Ќ≈;PART;≈
15275;;она;ќЌј;SPRO sg 3p f nom;;;она , не _она_ , смтрю;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
15276;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15277;"<distinct form=""";;;;;;;;;;;;;;;;
15278;<dist>;смтрю;;;;;;;;;;;;;;;
15279;""">";;;;;;;;;;;;;;;;
15280;;смотрю;—ћќ“–≈“№;V ipf praes sg indic - 1p;;;смтрю _смотрю_ на книгу;ю;р;т;о;м;с;V;—ћќ“–≈“№;V ipf praes sg indic - 1p;№
15281;</distinct>;;;;;;;;;;;;;;;;
15282;;на;Ќј;PR;;;смотрю _на_ книгу така€ ,;а;н;;;;;PR;Ќј;PR;ј
15283;;книгу; Ќ»√ј;S f inan acc sg;;;смотрю на _книгу_ така€ , Ђ;у;г;и;н;к;;S; Ќ»√ј;S f inan acc sg;ј
15284;;така€;“ј ќ…;APRO - nom sg plen f -;;;на книгу _така€_ , Ђ всЄ;€;а;к;а;т;;APRO;“ј ќ…;A - nom sg plen f -;…
15285;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15286;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
15287;;всЄ;¬—≈;ADV -;;;така€ , Ђ _всЄ_ , она читает;Є;с;в;;;;ADV;¬—≈;ADV -;≈
15288;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15289;;она;ќЌј;SPRO sg 3p f nom;;;Ђ всЄ , _она_ читает , клЄво;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
